mean_test_score,params,n_neighbors,algorithm,weights,p
0.8932126857711726,"{'algorithm': 'brute', 'n_neighbors': 4, 'p': 2, 'weights': 'uniform'}",4,brute,uniform,2
0.8857759131527174,"{'algorithm': 'brute', 'n_neighbors': 4, 'p': 2, 'weights': 'distance'}",4,brute,distance,2
0.8984142786034273,"{'algorithm': 'brute', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",5,brute,uniform,1
0.8897390315011021,"{'algorithm': 'brute', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",5,brute,distance,1
0.8984142786034273,"{'algorithm': 'brute', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",5,brute,uniform,2
0.8889592073763304,"{'algorithm': 'brute', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",5,brute,distance,2
0.9063701438763658,"{'algorithm': 'brute', 'n_neighbors': 6, 'p': 1, 'weights': 'uniform'}",6,brute,uniform,1
0.8949204769015621,"{'algorithm': 'brute', 'n_neighbors': 6, 'p': 1, 'weights': 'distance'}",6,brute,distance,1
0.9063701438763658,"{'algorithm': 'brute', 'n_neighbors': 6, 'p': 2, 'weights': 'uniform'}",6,brute,uniform,2
0.8943373865225533,"{'algorithm': 'brute', 'n_neighbors': 6, 'p': 2, 'weights': 'distance'}",6,brute,distance,2
0.9047725710493257,"{'algorithm': 'brute', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",7,brute,uniform,1
0.8951575055109151,"{'algorithm': 'brute', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",7,brute,distance,1
0.9047725710493257,"{'algorithm': 'brute', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",7,brute,uniform,2
0.894773519163763,"{'algorithm': 'brute', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",7,brute,distance,2
0.9092073763303231,"{'algorithm': 'brute', 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",8,brute,uniform,1
0.8983514660219489,"{'algorithm': 'brute', 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",8,brute,distance,1
0.9092073763303231,"{'algorithm': 'brute', 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",8,brute,uniform,2
0.8979651093887032,"{'algorithm': 'brute', 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",8,brute,distance,2
0.9129322809263078,"{'algorithm': 'brute', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",9,brute,uniform,1
0.9005546469458864,"{'algorithm': 'brute', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",9,brute,distance,1
0.9129322809263078,"{'algorithm': 'brute', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",9,brute,uniform,2
0.8998743748370426,"{'algorithm': 'brute', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",9,brute,distance,2
0.9100464576074332,"{'algorithm': 'brute', 'n_neighbors': 10, 'p': 1, 'weights': 'uniform'}",10,brute,uniform,1
0.9004408732133969,"{'algorithm': 'brute', 'n_neighbors': 10, 'p': 1, 'weights': 'distance'}",10,brute,distance,1
0.9100464576074332,"{'algorithm': 'brute', 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",10,brute,uniform,2
0.8985944203465358,"{'algorithm': 'brute', 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",10,brute,distance,2
0.907209225153476,"{'algorithm': 'brute', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",11,brute,uniform,1
0.8986821209319965,"{'algorithm': 'brute', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",11,brute,distance,1
